Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Position,Preferred,Height,Weight,AltPos,Age,Nation,League,Team
Rudy Camacho,68,36,46,62,59,66,80,CB,Right,"185cm / 6'1""",79kg / 174lb,,33,France,MLS,Columbus Crew
Rudy Cardozo,65,71,62,66,66,54,51,CM,Left,"171cm / 5'7""",70kg / 154lb,"CAM, LM",34,Bolivia,Sudamericana,Wilstermann
Rudy Kohon,59,57,30,42,44,59,63,CB,Right,"187cm / 6'2""",74kg / 163lb,RB,20,France,Ligue 2 BKT,ESTAC Troyes
Ruel Sotiriou,65,83,65,56,69,22,62,ST,Right,"175cm / 5'9""",71kg / 157lb,"CAM, LM",24,Cyprus,EFL League One,Bristol Rovers
Rui Encarnação,65,66,60,57,68,27,63,GK,Right,"185cm / 6'1""",73kg / 161lb,,26,Portugal,Liga Portugal,Nacional
Rui Mendes,66,80,65,56,68,29,56,RM,Right,"179cm / 5'10""",72kg / 159lb,RW,24,Portugal,Eredivisie,FC Groningen
Rui Modesto,68,85,61,61,66,55,63,RM,Right,"180cm / 5'11""",72kg / 159lb,"RB, RW",24,Angola,Serie A Enilive,Udinese
Rui Patrício,76,78,76,77,75,55,74,GK,Left,"190cm / 6'3""",84kg / 185lb,,36,Portugal,Serie A Enilive,Bergamo Calcio
Rui Pedro,70,72,68,60,72,30,70,ST,Right,"182cm / 6'0""",75kg / 165lb,,26,Portugal,Trendyol Super Lig,Hatayspor
Rui Silva,81,82,76,77,84,31,81,GK,Right,"191cm / 6'3""",91kg / 201lb,,30,Portugal,LA LIGA,Real Betis
Ruiz de Galarreta,80,72,65,77,79,77,76,CDM,Right,"175cm / 5'9""",69kg / 152lb,CM,31,Spain,LA LIGA,Athletic Club
Rumarn Burrell,55,75,54,37,55,16,57,ST,Right,"185cm / 6'1""",76kg / 168lb,,23,England,EFL League One,Burton Albion
Runar Espejord,66,65,64,51,61,30,74,ST,Right,"189cm / 6'2""",86kg / 190lb,,28,Norway,Eliteserien,FK Bodø/Glimt
Runar Norheim,60,67,49,57,63,57,53,LB,Right,"176cm / 5'9""",71kg / 157lb,CM,19,Norway,Eliteserien,Tromsø IL
Rushian Hepburn-Murphy,62,90,62,49,66,25,41,ST,Right,"173cm / 5'8""",65kg / 143lb,"RW, LW",26,England,EFL League One,Crawley Town
Ruslan Malinovskyi,77,67,79,79,77,63,79,CM,Left,"181cm / 5'11""",79kg / 174lb,CAM,31,Ukraine,Serie A Enilive,Genoa
Ruslan Neshcheret,65,65,62,66,66,27,64,GK,Right,"190cm / 6'3""",81kg / 179lb,,22,Ukraine,Ukrayina Liha,Dynamo Kyiv
Russell Canouse,68,65,53,55,65,67,77,CDM,Right,"178cm / 5'10""",76kg / 168lb,CM,29,United States,MLS,D.C. United
Rute Costa,73,70,71,79,76,43,70,GK,Right,"170cm / 5'7""",62kg / 137lb,,30,Portugal,Liga Portugal Feminino,SL Benfica
Ryan Alebiosu,63,67,41,57,62,58,69,RB,Right,"188cm / 6'2""",74kg / 163lb,,22,England,1A Pro League,KV Kortrijk
Ryan Allsop,68,66,67,72,69,42,66,GK,Right,"189cm / 6'2""",80kg / 176lb,,32,England,EFL League One,Birmingham City
Ryan Andrews,67,85,45,57,67,61,58,RB,Right,"175cm / 5'9""",65kg / 143lb,,20,England,EFL Championship,Watford
Ryan Astley,63,50,34,51,49,64,63,CB,Right,"184cm / 6'0""",70kg / 154lb,,22,Wales,Scottish Prem,Dundee FC
Ryan Barnett,63,82,49,58,64,54,59,RB,Right,"180cm / 5'11""",70kg / 154lb,RM,24,England,EFL League One,Wrexham
Ryan Boot,58,61,58,53,55,58,58,GK,Right,"185cm / 6'1""",79kg / 174lb,,29,England,EFL League Two,Chesterfield
Ryan Bowman,61,58,60,47,59,31,78,ST,Right,"185cm / 6'1""",83kg / 183lb,,32,England,EFL League Two,Cheltenham Town
Ryan Brennan,57,43,57,56,56,53,61,CM,Right,"180cm / 5'11""",72kg / 159lb,"ST, CAM",32,Republic of Ireland,SSE Airtricity PD,Drogheda United
Ryan Broom,64,83,57,63,67,56,66,CM,Right,"177cm / 5'10""",80kg / 176lb,RB,28,Wales,EFL League Two,Fleetwood Town
Ryan Burke,56,61,42,54,53,52,59,LB,Left,"177cm / 5'10""",73kg / 161lb,,23,Republic of Ireland,SSE Airtricity PD,Waterford
Ryan Christie,76,76,70,75,77,71,78,CM,Left,"178cm / 5'10""",79kg / 174lb,CDM,29,Scotland,Premier League,AFC Bournemouth
Ryan Colclough,62,72,57,57,63,29,57,LM,Right,"184cm / 6'0""",73kg / 161lb,"RM, LW",29,England,EFL League Two,Chesterfield
Ryan Cooney,61,72,44,51,58,56,68,RB,Right,"179cm / 5'10""",77kg / 170lb,,24,England,EFL League Two,Crewe Alexandra
Ryan Croasdale,63,64,53,57,64,60,59,CDM,Right,"170cm / 5'7""",69kg / 152lb,CM,29,England,EFL League Two,Port Vale
Ryan De Havilland,61,57,44,55,57,59,68,CDM,Right,"177cm / 5'10""",72kg / 159lb,CM,23,England,EFL League One,Peterborough
Ryan Delaney,62,48,28,42,41,61,75,CB,Left,"196cm / 6'5""",87kg / 192lb,,28,Republic of Ireland,EFL League Two,Swindon Town
Ryan Edmondson,61,57,62,41,56,26,73,ST,Right,"188cm / 6'2""",78kg / 172lb,LW,23,England,A-League,Central Coast
Ryan Edwards,64,44,35,43,43,64,72,CB,Right,"195cm / 6'5""",76kg / 168lb,,30,England,ISL,Chennaiyin FC
Ryan Finnigan,58,66,52,58,61,49,60,CM,Right,"178cm / 5'10""",69kg / 152lb,CDM,20,England,EFL League One,Blackpool
Ryan Flamingo,72,66,61,62,65,72,74,CB,Right,"185cm / 6'1""",73kg / 161lb,CDM,21,Netherlands,Eredivisie,PSV
Ryan Fraser,72,76,68,69,75,48,59,LW,Right,"163cm / 5'4""",70kg / 154lb,LM,30,Scotland,Premier League,Southampton
Ryan Fulton,63,63,62,63,65,32,62,GK,Left,"191cm / 6'3""",70kg / 154lb,,28,Scotland,Scottish Prem,Hearts
Ryan Gareis,74,69,68,72,73,48,71,LM,Right,"170cm / 5'7""",61kg / 134lb,LW,25,United States,NWSL,Houston Dash
Ryan Gauld,78,84,67,77,82,51,54,LW,Left,"169cm / 5'7""",62kg / 137lb,"ST, RW, LM",28,Scotland,MLS,Whitecaps FC
Ryan Giles,73,88,57,73,73,62,65,LB,Left,"183cm / 6'0""",72kg / 159lb,,24,England,EFL Championship,Hull City
Ryan Gravenberch,78,71,76,77,81,68,73,CM,Right,"190cm / 6'3""",77kg / 170lb,CDM,22,Netherlands,Premier League,Liverpool
Ryan Graydon,58,67,52,54,58,32,51,RM,Right,"188cm / 6'2""",76kg / 168lb,"LM, ST, RW",25,Republic of Ireland,EFL League Two,Fleetwood Town
Ryan Hardie,70,85,68,48,69,25,63,ST,Right,"188cm / 6'2""",73kg / 161lb,,27,Scotland,EFL Championship,Plymouth Argyle
Ryan Haynes,58,71,48,53,54,54,66,LB,Left,"185cm / 6'1""",69kg / 152lb,,28,England,EFL League Two,Cheltenham Town
Ryan Hedges,70,79,64,64,71,39,58,RM,Left,"185cm / 6'1""",77kg / 170lb,RW,29,Wales,EFL Championship,Blackburn Rovers
Ryan Hollingshead,71,49,64,66,70,70,81,RB,Right,"185cm / 6'1""",82kg / 181lb,LB,33,United States,MLS,LAFC
Ryan Johansson,63,62,46,61,62,53,58,RM,Right,"184cm / 6'0""",75kg / 165lb,"LM, RW",23,Republic of Ireland,3. Liga,Wehen Wiesbaden
Ryan Johnson,62,69,24,43,52,62,71,CB,Left,"188cm / 6'2""",85kg / 187lb,,27,Northern Ireland,EFL League Two,AFC Wimbledon
Ryan Kent,76,89,69,72,81,42,69,LW,Right,"172cm / 5'8""",65kg / 143lb,"CAM, RW, LM",27,England,Trendyol Super Lig,Fenerbahce
Ryan Kitto,63,78,55,58,62,54,74,LB,Left,"179cm / 5'10""",73kg / 161lb,,30,Australia,A-League,Adelaide United
Ryan Leak,63,41,31,44,46,62,75,CB,Left,"191cm / 6'3""",83kg / 183lb,,26,Wales,Scottish Prem,Ross County
Ryan Ledson,68,62,55,66,66,63,74,CDM,Right,"175cm / 5'9""",69kg / 152lb,CM,27,England,EFL Championship,Preston
Ryan Leonard,71,71,64,65,66,67,77,RB,Right,"185cm / 6'1""",82kg / 181lb,"CDM, CB",32,England,EFL Championship,Millwall
Ryan Loft,61,58,60,48,57,30,76,ST,Right,"190cm / 6'3""",77kg / 170lb,,27,England,EFL League One,Cambridge Utd
Ryan Longman,67,78,65,60,68,51,71,LM,Right,"180cm / 5'11""",80kg / 176lb,"RM, ST, LW",23,England,EFL Championship,Hull City
Ryan Maher,49,49,50,49,50,20,50,GK,Right,"188cm / 6'2""",73kg / 161lb,,18,Republic of Ireland,SSE Airtricity PD,Drogheda United
Ryan Malone,66,65,31,47,42,64,79,CB,Right,"188cm / 6'2""",88kg / 194lb,,32,United States,3. Liga,FC Ingolstadt 04
Ryan Manning,74,69,60,72,73,68,71,LB,Left,"173cm / 5'8""",72kg / 159lb,,28,Republic of Ireland,Premier League,Southampton
Ryan McLaughlin,58,67,49,53,56,56,59,RB,Right,"174cm / 5'9""",69kg / 152lb,,29,Northern Ireland,SSE Airtricity PD,St. Pats
Ryan McLean,58,77,52,50,57,23,59,LM,Left,"170cm / 5'7""",70kg / 154lb,"RM, LW",25,England,EFL League Two,AFC Wimbledon
Ryan Meara,64,63,62,61,66,46,65,GK,Right,"193cm / 6'4""",84kg / 185lb,,33,United States,MLS,Red Bulls
Ryan Mmaee,69,75,67,54,70,28,63,ST,Right,"183cm / 6'0""",79kg / 174lb,,27,Morocco,EFL Championship,Stoke City
Ryan Nyambe,68,78,35,56,65,64,73,RB,Right,"178cm / 5'10""",70kg / 154lb,CB,26,Namibia,EFL Championship,Derby County
Ryan O'Kane,59,72,52,51,63,31,44,LM,Right,"172cm / 5'8""",59kg / 130lb,"RM, LW",21,Republic of Ireland,SSE Airtricity PD,Dundalk
Ryan Porteous,70,68,42,62,60,68,80,CB,Right,"188cm / 6'2""",75kg / 165lb,,25,Scotland,EFL Championship,Watford
Ryan Raposo,65,68,58,63,67,57,50,LM,Right,"170cm / 5'7""",64kg / 141lb,"RM, LB, LW",25,Canada,MLS,Whitecaps FC
Ryan Rydel,62,81,53,56,59,55,64,LB,Left,"181cm / 5'11""",74kg / 163lb,,23,England,EFL League One,Stockport
Ryan Sailor,63,63,24,34,39,64,69,CB,Right,"193cm / 6'4""",81kg / 179lb,,26,United States,MLS,Inter Miami CF
Ryan Sandford,55,57,56,55,56,35,55,GK,Right,"188cm / 6'2""",75kg / 165lb,,25,England,EFL League One,Crawley Town
Ryan Sanusi,69,64,63,69,69,64,73,CDM,Right,"181cm / 5'11""",76kg / 168lb,CM,32,Belgium,1A Pro League,K. Beerschot VA
Ryan Schewe,52,54,50,57,55,26,48,GK,Right,"193cm / 6'4""",88kg / 194lb,,22,United States,MLS,Sporting KC
Ryan Scott,65,65,61,61,65,40,65,GK,Right,"184cm / 6'0""",85kg / 187lb,,28,Australia,A-League,Newcastle Jets
Ryan Sessegnon,74,77,64,72,76,71,64,LB,Left,"178cm / 5'10""",70kg / 154lb,,24,England,Premier League,Fulham
Ryan Stirk,63,71,50,59,61,57,70,CDM,Left,"178cm / 5'10""",75kg / 165lb,CM,23,Wales,EFL League Two,Walsall
Ryan Strain,67,78,50,63,66,61,73,RB,Right,"181cm / 5'11""",76kg / 168lb,,27,Australia,Scottish Prem,Dundee United
Ryan Sweeney,64,55,34,49,51,61,81,CB,Left,"193cm / 6'4""",87kg / 192lb,,27,Republic of Ireland,EFL League One,Burton Albion
Ryan Tafazolli,66,38,28,42,46,65,76,CB,Left,"196cm / 6'5""",93kg / 205lb,,32,England,EFL League One,Wycombe
Ryan Teague,65,57,53,54,65,59,74,CDM,Left,"182cm / 6'0""",76kg / 168lb,CM,22,Australia,A-League,Melb. Victory
Ryan Thomas,66,69,59,68,69,57,61,CM,Right,"174cm / 5'9""",64kg / 141lb,"CAM, CDM",29,New Zealand,Eredivisie,PEC Zwolle
Ryan Trevitt,61,62,58,60,65,48,61,CM,Right,"183cm / 6'0""",75kg / 165lb,,21,England,Premier League,Brentford
Ryan Tunnicliffe,63,50,57,60,60,60,70,CDM,Right,"183cm / 6'0""",80kg / 176lb,CM,31,England,A-League,Adelaide United
Ryan Watson,62,63,60,59,63,58,73,CM,Right,"185cm / 6'1""",73kg / 161lb,CDM,31,England,EFL League Two,Salford City
Ryan Williams,63,79,62,60,67,49,65,ST,Right,"173cm / 5'8""",67kg / 148lb,RM,30,Australia,ISL,Bengaluru FC
Ryan Williams,75,74,50,71,71,71,68,RB,Right,"168cm / 5'6""",55kg / 121lb,,28,United States,NWSL,NC Courage
Ryan Woods,64,64,49,65,67,63,64,CM,Right,"174cm / 5'9""",72kg / 159lb,CDM,30,England,EFL League One,Exeter City
Ryan Yates,75,58,60,67,67,75,81,CDM,Right,"190cm / 6'3""",87kg / 192lb,CM,26,England,Premier League,Nott'm Forest
Ryanne Brown,69,63,48,64,66,69,44,RB,Right,"173cm / 5'8""",64kg / 141lb,,25,United States,NWSL,Seattle Reign
Ryheem Sheckleford,58,74,31,42,54,54,60,RB,Right,"175cm / 5'9""",72kg / 159lb,,27,England,EFL League Two,Chesterfield
Rylee Mitchell,52,53,51,55,59,23,50,GK,Right,"193cm / 6'4""",82kg / 181lb,,18,England,EFL League One,Stevenage
Ryley Towler,64,66,36,50,56,63,71,CB,Left,"187cm / 6'2""",77kg / 170lb,,22,England,EFL Championship,Portsmouth
Ryotaro Ito,71,81,71,66,72,56,63,CM,Right,"175cm / 5'9""",69kg / 152lb,,26,Japan,1A Pro League,STVV
Ryotaro Tsunoda,65,59,29,50,55,68,57,CB,Left,"185cm / 6'1""",77kg / 170lb,,25,Japan,EFL Championship,Cardiff City
Ryoya Morishita,64,71,57,58,66,59,61,RM,Right,"167cm / 5'6""",69kg / 152lb,"LM, RW",27,Japan,PKO BP Ekstraklasa,Legia Warszawa
Ryoya Ogawa,67,76,55,62,62,62,75,LB,Left,"183cm / 6'0""",78kg / 172lb,RB,27,Japan,1A Pro League,STVV
Ryu Jae Moon,69,67,47,59,62,65,75,CDM,Right,"178cm / 5'10""",79kg / 174lb,CM,30,Korea Republic,K League 1,FC Seoul
Régis Gurtner,69,66,67,68,65,42,69,GK,Right,"182cm / 6'0""",82kg / 181lb,,37,France,Ligue 2 BKT,Amiens SC
Rémi Oudin,72,63,70,72,74,33,63,RW,Left,"185cm / 6'1""",79kg / 174lb,"LW, CAM, RM",27,France,Serie A Enilive,Lecce
Rémi Walter,71,63,61,70,72,65,70,CM,Left,"175cm / 5'9""",73kg / 161lb,CDM,29,France,MLS,Sporting KC
Rémy Cabella,76,68,71,76,80,40,50,CAM,Right,"171cm / 5'7""",68kg / 150lb,LM,34,France,Ligue 1 McDonald's,LOSC Lille
Rémy Labeau Lascary,65,72,65,57,64,27,57,RM,Right,"184cm / 6'0""",72kg / 159lb,"ST, RW",21,France,Ligue 1 McDonald's,RC Lens
Rémy Riou,67,66,66,64,67,48,68,GK,Right,"189cm / 6'2""",81kg / 179lb,,37,France,Ligue 2 BKT,Paris FC
Rémy Vita,65,68,44,62,68,60,51,LB,Left,"170cm / 5'7""",66kg / 146lb,,23,Madagascar,Ligue 2 BKT,Amiens SC
Ríos Reina,69,78,60,68,67,62,80,LB,Left,"180cm / 5'11""",78kg / 172lb,,34,Spain,LALIGA HYPERMOTION,FC Cartagena
Róber Pier,72,55,48,65,64,73,72,CB,Right,"182cm / 6'0""",74kg / 163lb,RB,29,Spain,LALIGA HYPERMOTION,R. Sporting
Róbert Boženík,72,74,72,63,67,32,74,ST,Right,"188cm / 6'2""",80kg / 176lb,,24,Slovakia,Liga Portugal,Boavista FC
Rômulo,72,80,69,71,72,52,69,RW,Left,"169cm / 5'7""",74kg / 163lb,"ST, CM, RM",28,Brazil,CSL,Rongcheng FC
Rúben Fernandes,70,52,51,58,56,72,75,CB,Left,"187cm / 6'2""",81kg / 179lb,,38,Portugal,Liga Portugal,Gil Vicente
Rúben Ismael,65,63,45,58,59,64,68,CDM,Right,"184cm / 6'0""",77kg / 170lb,,25,Portugal,Liga Portugal,Moreirense FC
Rúben Lameiras,71,74,68,69,74,42,62,RW,Left,"176cm / 5'9""",67kg / 148lb,RM,29,Portugal,Liga Portugal,Casa Pia AC
Rúben Lima,67,60,56,66,67,67,66,CB,Left,"177cm / 5'10""",69kg / 152lb,LB,34,Portugal,Liga Portugal,Estrela Amadora
Rúben Macedo,68,78,62,62,71,33,59,LW,Right,"171cm / 5'7""",64kg / 141lb,"RW, LM",28,Portugal,Liga Portugal,Nacional
Rúben Rodrigues,67,71,63,65,68,38,60,CAM,Right,"181cm / 5'11""",79kg / 174lb,CM,28,Portugal,EFL Championship,Oxford United
Rúben Vezo,70,68,54,62,62,70,73,CB,Right,"183cm / 6'0""",80kg / 176lb,RB,30,Portugal,Hellas Liga,Olympiacos FC
Rúben Vinagre,70,82,55,69,76,64,58,LB,Left,"174cm / 5'9""",66kg / 146lb,,25,Portugal,PKO BP Ekstraklasa,Legia Warszawa
Rúnar Alex Rúnarsson,71,71,70,72,70,45,70,GK,Right,"186cm / 6'1""",76kg / 168lb,,29,Iceland,3F Superliga,F.C. København
Rúnar Þór Sigurgeirsson,65,68,53,58,61,62,66,LB,Left,"186cm / 6'1""",75kg / 165lb,,24,Iceland,Eredivisie,Willem II
Răzvan Began,56,58,54,49,55,32,54,GK,Right,"194cm / 6'4""",91kg / 201lb,,28,Romania,SUPERLIGA,FC Dinamo 1948
Răzvan Ducan,62,62,60,64,64,33,60,GK,Right,"192cm / 6'4""",82kg / 181lb,,23,Romania,SUPERLIGA,Farul Constanța
Răzvan Marin,75,64,74,76,75,67,71,CM,Right,"178cm / 5'10""",75kg / 165lb,CDM,28,Romania,Serie A Enilive,Cagliari
Răzvan Oaidă,65,75,63,62,65,66,73,CM,Right,"182cm / 6'0""",70kg / 154lb,CDM,26,Romania,SUPERLIGA,FC Rapid 1923
Răzvan Onea,65,82,58,55,62,58,69,RB,Right,"176cm / 5'9""",76kg / 168lb,,26,Romania,SUPERLIGA,FC Rapid 1923
Răzvan Patriche,62,41,30,48,48,60,71,CB,Right,"181cm / 5'11""",75kg / 165lb,,38,Romania,SUPERLIGA,FC Dinamo 1948
Răzvan Pașcalău,62,61,37,45,43,62,69,CB,Right,"189cm / 6'2""",82kg / 181lb,,20,Romania,SUPERLIGA,FC Dinamo 1948
Răzvan Sava,69,70,69,63,71,25,70,GK,Right,"195cm / 6'5""",83kg / 183lb,,22,Romania,Serie A Enilive,Udinese
Răzvan Trif,62,73,47,55,59,57,61,LB,Left,"180cm / 5'11""",72kg / 159lb,LM,26,Romania,SUPERLIGA,UTA Arad
Răzvan Tănasă,59,76,50,58,61,37,50,LW,Right,"175cm / 5'9""",72kg / 159lb,LM,21,Romania,SUPERLIGA,SC Oțelul Galați
Rıdvan Yılmaz,74,86,56,67,78,68,62,LB,Left,"174cm / 5'9""",60kg / 132lb,,23,Turkey,Scottish Prem,Rangers
Saad Agouzoul,69,44,38,53,51,70,67,CB,Left,"192cm / 6'4""",75kg / 165lb,,27,Morocco,Ligue 1 McDonald's,AJ Auxerre
Saad Al Mousa,62,63,25,51,54,61,69,CB,Right,"182cm / 6'0""",75kg / 165lb,,21,Saudi Arabia,ROSHN Saudi League,Al Ittihad
Saad Al Muwallad,50,69,49,36,50,20,61,ST,Right,"176cm / 5'9""",72kg / 159lb,,22,Saudi Arabia,ROSHN Saudi League,Al Shabab
Saad Al Nasser,60,83,55,47,63,30,64,LM,Left,"172cm / 5'8""",70kg / 154lb,"RM, CM, LW",23,Saudi Arabia,ROSHN Saudi League,Al Taawoun
Saad Balobaid,63,79,29,45,60,57,67,LB,Left,"165cm / 5'5""",59kg / 130lb,,24,Saudi Arabia,ROSHN Saudi League,Al Ahli
Saba Lobjanidze,71,82,66,66,74,25,55,RW,Right,"175cm / 5'9""",62kg / 137lb,"RM, LM",29,Georgia,MLS,Atlanta United
Saba Sazonov,74,63,40,58,61,74,75,CB,Right,"194cm / 6'4""",84kg / 185lb,,22,Georgia,Serie A Enilive,Torino
Saber Hraiech,66,74,59,65,68,59,69,CM,Right,"180cm / 5'11""",75kg / 165lb,CDM,29,Italy,Serie BKT,Cesena
Sabil Hansen,59,59,24,25,35,61,64,CB,Right,"185cm / 6'1""",70kg / 154lb,,18,Denmark,3F Superliga,Randers FC
Sabit Abdusalam,60,70,51,56,62,53,59,CM,Right,"179cm / 5'10""",72kg / 159lb,,30,China PR,CSL,Changchun Yatai
Saborit,70,69,47,64,66,68,75,LB,Left,"186cm / 6'1""",72kg / 159lb,,32,Spain,Trendyol Super Lig,Gaziantep
Sacha Bansé,65,75,51,61,66,62,66,CDM,Right,"180cm / 5'11""",71kg / 157lb,CM,23,Burkina Faso,Bundesliga 2,Fürth
Sacha Boey,79,82,55,66,77,78,80,RB,Right,"178cm / 5'10""",76kg / 168lb,,24,France,Bundesliga,FC Bayern Munchen
Sachin Suresh,54,58,56,55,51,22,54,GK,Right,"184cm / 6'0""",75kg / 165lb,,23,India,ISL,Kerala Blasters
Sachu Siby,48,74,25,36,41,43,63,LB,Left,"180cm / 5'11""",74kg / 163lb,,23,India,ISL,Chennaiyin FC
Sadegh Moharrami,70,83,30,57,67,64,58,RB,Right,"174cm / 5'9""",71kg / 157lb,RM,28,Iran,Liga Hrvatska,Dinamo Zagreb
Sadibou Sané,65,67,37,42,45,67,69,CB,Right,"182cm / 6'0""",77kg / 170lb,CDM,20,Senegal,Ligue 2 BKT,FC Metz
Sadik Fofana,65,69,45,57,58,62,73,CB,Right,"192cm / 6'4""",78kg / 172lb,CDM,21,Germany,Bundesliga,Leverkusen
Sadin Crnovrsanin,57,63,24,38,43,57,63,CB,Right,"187cm / 6'2""",84kg / 185lb,,22,Switzerland,CSSL,BSC Young Boys
Sadio Mane,84,83,81,78,86,44,75,LM,Right,"174cm / 5'9""",69kg / 152lb,"RM, ST, LW",32,Senegal,ROSHN Saudi League,Al Nassr
Sadou Diallo,60,53,49,55,60,57,65,CDM,Right,"188cm / 6'2""",82kg / 181lb,CM,25,England,SSE Airtricity PD,Derry City
Sadık Çiftpınar,66,71,25,40,49,66,70,CB,Right,"183cm / 6'0""",78kg / 172lb,,31,Turkey,Trendyol Super Lig,Kasımpaşa
Saeed Al Hamsal,62,83,36,48,54,55,67,RB,Right,"167cm / 5'6""",63kg / 139lb,CB,28,Saudi Arabia,ROSHN Saudi League,Al Khaleej
Saeed Al Muwallad,65,71,47,64,62,56,74,RB,Right,"183cm / 6'0""",77kg / 170lb,,33,Saudi Arabia,ROSHN Saudi League,Al Wehda
Saeed Al Rubaie,65,63,25,44,43,63,75,CB,Right,"186cm / 6'1""",80kg / 176lb,,30,Saudi Arabia,ROSHN Saudi League,Al Okhdood
Saeid Mehri,65,68,67,63,65,59,71,CM,Right,"182cm / 6'0""",77kg / 170lb,CDM,26,Iran,Liga Cyprus,APOEL FC
Safia Middleton-Patel,59,59,59,57,59,49,58,GK,Right,"170cm / 5'7""",63kg / 139lb,,19,Wales,Barclays WSL,Manchester Utd
Sahal Abdul Samad,61,53,51,63,62,55,59,CM,Right,"179cm / 5'10""",70kg / 154lb,"LM, RM",27,India,ISL,Mohun Bagan SG
Sahil Panwar,54,61,37,42,44,52,72,LB,Left,"179cm / 5'10""",67kg / 148lb,CB,24,India,ISL,Mumbai City FC
Sahil Tavora,53,67,49,51,49,49,66,CDM,Right,"169cm / 5'7""",67kg / 148lb,"CM, LM",28,India,ISL,FC Goa
Sai Sachdev,54,70,29,37,51,50,57,RB,Right,"185cm / 6'1""",72kg / 159lb,,19,England,EFL Championship,Sheffield Utd
Said Benrahma,78,73,75,75,82,40,57,LW,Right,"172cm / 5'8""",67kg / 148lb,LM,29,Algeria,Ligue 1 McDonald's,OL
Saidou Khan,63,66,52,57,62,57,73,CDM,Right,"188cm / 6'2""",76kg / 168lb,CM,28,Gambia,EFL League Two,Tranmere Rovers
Saidt Mustafá,65,65,64,62,63,26,66,GK,Right,"187cm / 6'2""",75kg / 165lb,,34,Bolivia,Sudamericana,Nacional Potosí
Saidy Janko,69,87,52,59,66,64,75,RB,Right,"181cm / 5'11""",83kg / 183lb,,28,Gambia,CSSL,BSC Young Boys
Saikou Touray,65,65,53,63,68,56,67,CM,Right,"175cm / 5'9""",74kg / 163lb,CAM,24,Gambia,Ligue 2 BKT,Grenoble Foot 38
Sais Santibáñez,61,63,28,52,42,60,60,LB,Left,"169cm / 5'7""",65kg / 143lb,,20,Peru,Sudamericana,UCV
Sajad Parray,47,55,24,34,39,46,65,RB,Left,"178cm / 5'10""",75kg / 165lb,,21,India,ISL,Mohammedan SC
Sakarias Opsahl,65,68,57,65,65,61,65,CM,Right,"187cm / 6'2""",67kg / 148lb,,25,Norway,Eliteserien,SK Brann
Saki Kumagai,83,51,70,77,80,85,78,CM,Right,"172cm / 5'8""",63kg / 139lb,"CDM, CB",33,Japan,Calcio A Femminile,Roma
Sakina Karchaoui,87,89,66,82,87,80,65,LB,Left,"160cm / 5'3""",55kg / 121lb,LM,28,France,Arkema PL,Paris SG
Saku Ylätupa,64,80,57,60,69,28,57,CAM,Left,"170cm / 5'7""",67kg / 148lb,RW,25,Finland,Allsvenskan,Kalmar FF
Salah-Eddine Oulad M'Hand,61,63,58,64,66,53,53,CM,Right,"177cm / 5'10""",70kg / 154lb,CAM,21,Netherlands,Premier League,Arsenal
Salazar,63,52,67,48,62,23,48,ST,Right,"177cm / 5'10""",71kg / 157lb,RW,21,Spain,Liga Portugal,Estoril Praia
Saldaña,61,69,56,56,64,24,54,GK,Left,"184cm / 6'0""",72kg / 159lb,,23,Spain,LALIGA HYPERMOTION,FC Cartagena
Saleh Al Abbas,62,77,60,44,62,18,59,ST,Right,"177cm / 5'10""",65kg / 143lb,,30,Saudi Arabia,ROSHN Saudi League,Al Okhdood
Saleh Al Amri,67,79,60,63,66,27,65,LM,Right,"176cm / 5'9""",66kg / 146lb,LW,30,Saudi Arabia,ROSHN Saudi League,Al Raed
Saleh Al Harthi,58,71,47,53,58,35,53,RM,Left,"165cm / 5'5""",57kg / 126lb,"LM, RW",29,Saudi Arabia,ROSHN Saudi League,Al Okhdood
Saleh Al Shehri,68,66,65,51,63,28,71,ST,Right,"184cm / 6'0""",77kg / 170lb,,30,Saudi Arabia,ROSHN Saudi League,Al Ittihad
Saleh Al Wehimid,54,56,53,49,54,36,53,GK,Right,"184cm / 6'0""",74kg / 163lb,,26,Saudi Arabia,ROSHN Saudi League,Al Raed
Salem Al Dawsari,80,85,75,72,84,52,80,LM,Right,"173cm / 5'8""",71kg / 157lb,LW,33,Saudi Arabia,ROSHN Saudi League,Al Hilal
Salem Al Najdi,61,66,35,46,54,60,60,LB,Left,"178cm / 5'10""",61kg / 134lb,,21,Saudi Arabia,ROSHN Saudi League,Al Nassr
Salem M'Bakata,67,83,31,59,61,63,71,RB,Right,"178cm / 5'10""",72kg / 159lb,LB,26,France,Trendyol Super Lig,Gaziantep
Salih Uçan,73,57,70,75,74,66,70,CM,Right,"182cm / 6'0""",80kg / 176lb,"CDM, CAM",30,Turkey,Trendyol Super Lig,Besiktas
Salih Özcan,76,71,59,68,74,76,79,CDM,Right,"182cm / 6'0""",79kg / 174lb,CM,26,Turkey,Bundesliga,VfL Wolfsburg
Salim Ben Seghir,65,66,67,61,69,29,32,LM,Right,"174cm / 5'9""",57kg / 126lb,LW,21,France,Ligue 1 McDonald's,OM
Salim Diakité,69,79,62,62,62,67,76,RB,Right,"186cm / 6'1""",79kg / 174lb,CB,24,Mali,Serie BKT,Palermo
